date,realized_return,equity,prob,prob_signal,signal,target_exposure,exposure,turnover,cost_next_day,spread,spread_z,z_entry_dynamic,capital_weight,spread_ret,eurusd,usdinr,eurinr,implied_eurusd,retrained,trained_week,trained_through,n_train_rows
2026-08-11,-0.008634288765446616,0.9491412160383723,0.995327095190684,1,1,1.745327095190684,1.7255759835243225,0.0,0.0,2.0997069019035308e-05,0.7403827973627786,0.09722857368751538,1.25,-0.005003714033972538,1.1544678211212158,95.42500305175781,110.16709899902344,1.1544888181902349,False,2026-W33,2026-08-07,2509
2026-08-12,-0.002737780886155082,0.9465426753588405,0.995327095190684,1,1,1.745327095190684,1.7255759835243225,0.0,0.0,-0.0003612029587174437,0.5622100352345479,0.10088772895358433,1.25,-0.001586589586488929,1.1528706550598145,95.31999969482422,109.8572006225586,1.152509452101097,False,2026-W33,2026-08-07,2509
2026-08-13,0.00012192389843829565,0.9466580815318584,0.05441240842143694,0,0,0.0,0.0,1.7255759835243225,0.0005176727950572967,-0.000313405646711562,0.5083145575495569,0.1063092360103782,1.25,7.065692823869619e-05,1.15340256690979,95.43000030517578,110.03929901123047,1.1530891612630785,False,2026-W33,2026-08-07,2509
2026-08-14,-0.0005176727950572967,0.9461680223968282,0.995327095190684,1,1,1.745327095190684,1.745327095190684,1.745327095190684,0.0005235981285572051,-0.00018396723446945096,0.5184750088554033,0.10914163258163616,1.25,-0.0008227348008116568,1.157273530960083,95.41500091552734,110.40370178222656,1.1570895637256136,False,2026-W33,2026-08-07,2509
2026-08-17,-0.0012443854501477704,0.9449906246763624,0.9953488310178121,1,1,1.7453488310178122,1.745327095190684,0.0,0.0,-3.2003383406919994e-05,0.5631494367040044,0.10914163258163616,1.25,-0.0004129812248814118,1.158077597618103,95.59200286865234,110.69989776611328,1.158045594234696,True,2026-W34,2026-08-14,2514
2026-08-18,-0.05551982037885322,0.8925249149346305,0.9953488310178121,1,1,1.7453488310178122,1.745327095190684,0.0,0.0,-0.00015417584802257522,0.3692892926340665,0.10914163258163616,1.25,-0.031810553180455524,1.1579434871673584,95.66999816894531,110.76570129394531,1.1577893113193358,False,2026-W34,2026-08-14,2514
2026-08-19,-0.002590820967459708,0.8902125426710377,0.9953488310178121,1,1,3.4906976620356245,3.4906976620356245,1.7453705668449404,0.000523611170053482,-0.00024577555771609916,0.368386685630687,0.10914163258163616,2.5,-0.0014844329034934569,1.1680878400802612,95.74299621582031,111.81269836425781,1.1678420645225451,False,2026-W34,2026-08-14,2514
2026-08-20,-0.007291209610506877,0.8837218164245209,0.9953488310178121,1,1,3.4906976620356245,3.4906976620356245,0.0,0.0,-0.0005000410572850722,0.3419857891984785,0.1063092360103782,2.5,-0.0019387523915510984,1.1684973239898682,95.69499969482422,111.77149963378906,1.167997282932583,False,2026-W34,2026-08-14,2514
2026-08-21,0.011964848843505248,0.8942954143777482,0.8576006889343262,1,1,2.8261991495278997,2.8261991495278997,0.6644985125077247,0.00019934955375231742,-0.0016396363069801634,0.1643972774311996,0.1063092360103782,2.5,0.003427638255135469,1.1687841415405273,95.77220153808594,111.77999877929688,1.1671445052335472,False,2026-W34,2026-08-14,2514
2026-08-24,-0.0037112961487947484,0.8909764192504832,0.9724987149238586,1,1,3.4449974298477173,3.4449974298477173,0.6187982803198175,0.00018563948409594524,-0.00018964856059344726,0.3267577674340954,0.1063092360103782,2.5,-0.001242639463545618,1.1668611764907837,95.73500061035156,111.69129943847656,1.1666715279301902,True,2026-W35,2026-08-21,2519
